url	download_complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project1/gitignore	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project2-grading	complete
wics.ics.uci.edu/category/news	complete
flamingo.ics.uci.edu/releases/src	complete
ngs.ics.uci.edu/using-big-data-for-storytelling	complete
wics.ics.uci.edu/events/2017-11-23	complete
wics.ics.uci.edu/events/2017-11-22	complete
wics.ics.uci.edu/events/2017-11-21	complete
wics.ics.uci.edu/events/2017-11-20	complete
computableplant.ics.uci.edu/2006/phyllotaxis05/pathwayV5.nb	complete
wics.ics.uci.edu/events/2017-11-26	complete
mhcid.ics.uci.edu/program/events/career-conference	complete
wics.ics.uci.edu/events/2017-11-24	complete
wics.ics.uci.edu/fall-quarter-2016-week-6-facebook-diversity-panel	complete
mailman.ics.uci.edu/pipermail/collapseomatic	complete
sdcl.ics.uci.edu/opportunities	complete
cml.ics.uci.edu/2014/03/spring-2014	complete
wics.ics.uci.edu/events/2018-01-29	complete
cloudberry.ics.uci.edu/hello-world	complete
www.ics.uci.edu/grad/funding	complete
www.ics.uci.edu/community/news/spotlight_lamb	complete
iasl.ics.uci.edu/projects	complete
wics.ics.uci.edu/events/2018-01-23	complete
wics.ics.uci.edu/events/2018-01-22	complete
ngs.ics.uci.edu/convergence-in-search-and-databases	complete
mailman.ics.uci.edu/mailman/private/hanalab-researchers	complete
cml.ics.uci.edu/books	complete
cml.ics.uci.edu/2007/12/2007_nips	complete
www.ics.uci.edu/ugrad/policies/Grade_Options	complete
wics.ics.uci.edu/2018/08	complete
mhcid.ics.uci.edu/people/mhcid-faculty-and-staff	complete
ngs.ics.uci.edu/where-to-store-your-photos	complete
www.ics.uci.edu/grad/GradPolicies_TransferCredit	complete
wics.ics.uci.edu/winter-quarter-2017-week-4-crime-and-mystery-game-night	complete
ngs.ics.uci.edu/beijing	complete
ngs.ics.uci.edu/basic-research-in-singapore	complete
ngs.ics.uci.edu/tag/imaginary-story	complete
ngs.ics.uci.edu/tags-give-human-meaning	complete
sdcl.ics.uci.edu/2016/01/congratulations-lee-martie	complete
futurehealth.ics.uci.edu/health	complete
ngs.ics.uci.edu/vnit-golden-jubilee	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project2/SignatureReader.class	complete
chime.ics.uci.edu	complete
wics.ics.uci.edu/events/2018-05-21	complete
wics.ics.uci.edu/events/2018-05-20	complete
wics.ics.uci.edu/events/2018-05-22	complete
ngs.ics.uci.edu/spreading-joy	complete
flamingo.ics.uci.edu/4.0	complete
wics.ics.uci.edu/events/2018-05-28	complete
duttgroup.ics.uci.edu/author/slabbaf	complete
ngs.ics.uci.edu/real-time-maps	complete
www.ics.uci.edu/policies/Grade_Options	complete
ngs.ics.uci.edu/latent-web	complete
cml.ics.uci.edu/2016/01/winter-2016	complete
ngs.ics.uci.edu/blog/www.bitemyphoto.com	complete
www.ics.uci.edu/about/search_external	complete
computableplant.ics.uci.edu/papers/bti1036/index.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project2/Session.war	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs122b-2018-spring-project1-install-tomcat-on-aws	complete
ngs.ics.uci.edu/workshops-at-mm09	complete
ngs.ics.uci.edu/next-generation-search-course	complete
computableplant.ics.uci.edu/sw/clsmtools	complete
ngs.ics.uci.edu/sensor-net-for-traffic	complete
wics.ics.uci.edu/events/2018-05-07	complete
www.ics.uci.edu/community/news/spotlight_celebration_of_teaching_2013	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project5/jmeter_report.html	complete
ngs.ics.uci.edu/busy-time	complete
ngs.ics.uci.edu/entrepreneurship-and-processes	complete
ngs.ics.uci.edu/if-it-merged-with-e-t	complete
wics.ics.uci.edu/events/2018-05-03	complete
ngs.ics.uci.edu/capturing-experiences	complete
ngs.ics.uci.edu/tag/could-bold-thinking	complete
computableplant.ics.uci.edu/links.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-spring-project1/JDBC1.java	complete
mhcid.ics.uci.edu/admissions/admissions-overview/applicant-portfolio	complete
computableplant.ics.uci.edu/publications.html	complete
ngs.ics.uci.edu/category/general-updates/page/7	complete
wics.ics.uci.edu/events/2018-06-08	complete
wics.ics.uci.edu/events/2018-06-09	complete
wics.ics.uci.edu/events/2018-06-06	complete
wics.ics.uci.edu/events/2018-06-07	complete
wics.ics.uci.edu/events/2018-06-04	complete
wics.ics.uci.edu/events/2018-06-05	complete
wics.ics.uci.edu/events/2018-06-02	complete
cml.ics.uci.edu/2015/05/center-member-and-ics-dean-hal-stern-to-help-lead-national-effort-to-improve-criminal-evidence-analysis-cut-wrongful-convictions	complete
wics.ics.uci.edu/events/2018-06-01	complete
www.ics.uci.edu/community	complete
www.ics.uci.edu/computing/email/delivery_point	complete
sdcl.ics.uci.edu/2013/12/paper-on-calico-to-appear-at-chi-2014	complete
wics.ics.uci.edu/events/2017-10-04	complete
ngs.ics.uci.edu/tag/health-persona	complete
www.ics.uci.edu/community/events/openhouse/building.html	complete
www.ics.uci.edu/ugrad/policies/Computer_Acct_Backup	complete
cml.ics.uci.edu/tag/news/page/3	complete
cml.ics.uci.edu/tag/news/page/2	complete
www.ics.uci.edu/resources	complete
cml.ics.uci.edu/tag/news/page/6	complete
cml.ics.uci.edu/tag/news/page/5	complete
cml.ics.uci.edu/tag/news/page/4	complete
www.ics.uci.edu/grad/policies/GradPolicies_CopyrightInfringement	complete
ngs.ics.uci.edu/personal-analytics	complete
www.ics.uci.edu/%7Ewics/NCWIT_Blurb.html	complete
www.ics.uci.edu/about/bren/gallery/gallery_15_jpg	complete
mailman.ics.uci.edu/mailman/private/ivecg-community	complete
computableplant.ics.uci.edu/sw.html	complete
mailman.ics.uci.edu/mailman/private/icsb-mjolsness-tutorial	complete
computableplant.ics.uci.edu/gallery/Gallery/root_noGrowth/index.html	complete
mailman.ics.uci.edu/mailman/private/hanalab-admins	complete
computableplant.ics.uci.edu/2004/BGRS-2004-KAP-abstract.html	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs222p-2017-fall-project1/test.sh	complete
ngs.ics.uci.edu/tag/pattern-recognition	complete
ngs.ics.uci.edu/data-mining	complete
mcs.ics.uci.edu/about/course-descriptions	complete
ngs.ics.uci.edu/india-is-getting-expensive	complete
www.ics.uci.edu/sao/Course_updates	complete
ngs.ics.uci.edu/information-sites-in-multimedia	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project5/000-default.conf	complete
www.ics.uci.edu/grad/admissions	complete
cloudberry.ics.uci.edu	complete
www.ics.uci.edu/grad/policies/GradPolicies_SexualHarassment	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122a-2016-spring/createscript.sql	complete
www.ics.uci.edu/ugrad/advising/ICS 45C Credit by Exam	complete
mailman.ics.uci.edu/mailman/listinfo/quasar-l	complete
ngs.ics.uci.edu/pictureal-producing-home-videos	complete
ngs.ics.uci.edu/extreme-stories-12	complete
ngs.ics.uci.edu/extreme-stories-11	complete
ngs.ics.uci.edu/extreme-stories-10	complete
computableplant.ics.uci.edu/pathwayV5.nb	complete
ngs.ics.uci.edu/tag/contextual-circles	complete
ngs.ics.uci.edu/author/ramesh	complete
cwicsocal18.ics.uci.edu/sponsors/sponsor-information	complete
computableplant.ics.uci.edu/papers/2004/people.html	complete
www.ics.uci.edu/ 	complete
ngs.ics.uci.edu/experiential-analysis	complete
computableplant.ics.uci.edu/gallery/Gallery/legend.html	complete
www.ics.uci.edu/grad/GradPolicies_Defense	complete
ngs.ics.uci.edu/web20-buzzwords	incomplete
ngs.ics.uci.edu/blog/page/50	incomplete
www.ics.uci.edu/%7esysarch	complete
www.ics.uci.edu/community/news/spotlight_russell	complete
seal.ics.uci.edu/projects/resist/index.html	complete
www.ics.uci.edu/grad/qa	complete
www.ics.uci.edu/%7eprojects/initiatives.html	complete
ngs.ics.uci.edu/category/general-updates/page/28	complete
ngs.ics.uci.edu/category/general-updates/page/29	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-spring-project2/Items.java	complete
ngs.ics.uci.edu/category/general-updates/page/24	complete
ngs.ics.uci.edu/category/general-updates/page/25	complete
ngs.ics.uci.edu/category/general-updates/page/26	complete
ngs.ics.uci.edu/category/general-updates/page/27	complete
mailman.ics.uci.edu/mailman/listinfo/nsf-career	complete
ngs.ics.uci.edu/category/general-updates/page/21	complete
www.ics.uci.edu/ugrad/QA_Graduation	complete
ngs.ics.uci.edu/category/general-updates/page/23	complete
www.ics.uci.edu/community/news/spotlight_su	complete
ngs.ics.uci.edu/mental-toughness	complete
mailman.ics.uci.edu/mailman/admin/ivecg-faculty	complete
ngs.ics.uci.edu/storytelling	complete
ngs.ics.uci.edu/computer-vision-applications	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2017-winter-project5-mysql-master-slave	complete
luci.ics.uci.edu/projects.html	complete
www.ics.uci.edu/employment/employ_faculty	complete
www.ics.uci.edu/community/news/blog_posts/Roxanna-Shaik-November2018	complete
www.ics.uci.edu/community/news/blog_posts/Roxanna-Shaik-November2017	complete
sdcl.ics.uci.edu/2016/03/congratulations-dr-gerald	complete
wics.ics.uci.edu/wics-first-general-meeting/img_1623	complete
fr.ics.uci.edu/widgets/chilepersonfinder	complete
www.ics.uci.edu/about/search_dept_cs-staff	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2018-fall-project2-description	complete
cml.ics.uci.edu/2017/10/fall-2017	complete
ngs.ics.uci.edu/interesting-uses-of-mass-photography	complete
duttgroup.ics.uci.edu/blog	complete
ngs.ics.uci.edu/applications-of-face-recognition	complete
www.ics.uci.edu/degrees/Second_BA	complete
ngs.ics.uci.edu/tag/mobile	complete
www.ics.uci.edu/grad/GradPolicies_ComprehensiveExam	complete
seal.ics.uci.edu/projects/covert/Covert-Mobile-1.0.apk	complete
wics.ics.uci.edu/week-3-wicsvgdc-workshop	complete
ngs.ics.uci.edu/face-processing-technology	complete
ngs.ics.uci.edu/macrosopes	complete
ngs.ics.uci.edu/worship-tech	incomplete
computableplant.ics.uci.edu/sw/CambiumPlenum	complete
mailman.ics.uci.edu/mailman/listinfo/hans-subtest	complete
wics.ics.uci.edu/wics-fall-quarter-week-2-mentorship-mixer	complete
computableplant.ics.uci.edu/papers/2006/Yeast_ANN_PLOSCB06.pdf 	complete
ngs.ics.uci.edu/human-centered-multimedia	complete
sherlock.ics.uci.edu/code.html	complete
cloudberry.ics.uci.edu/jianfeng-won-the-google-graduate-student-award-in-ics	complete
www.ics.uci.edu/community/news/notes_2010	complete
www.ics.uci.edu/community/news/notes_2011	complete
www.ics.uci.edu/about/search_business	complete
www.ics.uci.edu/community/news/notes_2013	complete
ngs.ics.uci.edu/objective-self-4-you-are-the-most-important	complete
ngs.ics.uci.edu/tag/persona	complete
ngs.ics.uci.edu/tag/digital-health	complete
www.ics.uci.edu/advising/ICS Credit by Exam Fall	complete
duttgroup.ics.uci.edu/tag/health-care	complete
wics.ics.uci.edu/week-4-capgeminis-women-in-consulting-night-w-swe-icssc	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2018-winter-project5/TomcatPooling.war	complete
ngs.ics.uci.edu/author/ramesh/page/18	complete
ngs.ics.uci.edu/author/ramesh/page/19	complete
ngs.ics.uci.edu/war-agains-cancer	complete
ngs.ics.uci.edu/author/ramesh/page/12	complete
ngs.ics.uci.edu/author/ramesh/page/13	complete
ngs.ics.uci.edu/author/ramesh/page/10	complete
ngs.ics.uci.edu/author/ramesh/page/11	complete
sdcl.ics.uci.edu/2015/06/welcome-gabriel	complete
ngs.ics.uci.edu/author/ramesh/page/17	complete
www.ics.uci.edu/community/news/spotlight_cesarano	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project5/Session.war	complete
flamingo.ics.uci.edu/releases/docs/GettingStartedDoc.html	complete
ngs.ics.uci.edu/web-30	complete
sdcl.ics.uci.edu/2018/07/adrianas-icse-2018-presentation	complete
sdcl.ics.uci.edu/author/andre	complete
ngs.ics.uci.edu/automatic-summarization-of-personal-photo-collections-pinaki-sinhas-thesis	complete
computableplant.ics.uci.edu/sw/tissue3D/index.html	complete
ngs.ics.uci.edu/personal/favorite-quotes	complete
www.ics.uci.edu/community/news/spotlight/spotlight_russell	complete
www.ics.uci.edu/community/events/openhouse/research08.html	complete
keys.ics.uci.edu	complete
ngs.ics.uci.edu/multimedia-text-book	complete
ngs.ics.uci.edu/long-tail-is-not-so-big	complete
cml.ics.uci.edu/2010/05/2010_lixieintel	complete
ngs.ics.uci.edu/c-k-prahalad	complete
ngs.ics.uci.edu/medical-tourism-and-medical-care-in-india	complete
ngs.ics.uci.edu/memories-life-and-experiences	complete
cml.ics.uci.edu/2013/08/2013_anima	complete
wics.ics.uci.edu/wics-week-0-meet-and-greet	complete
www.ics.uci.edu/courses	complete
www.ics.uci.edu/about_officers.html	complete
mhcid.ics.uci.edu/people/mentors	complete
futurehealth.ics.uci.edu/people	complete
computableplant.ics.uci.edu/2006/plcb-02-12-12_Wold.pdf 	complete
wics.ics.uci.edu/wics-attends-cwic-socal	complete
ngs.ics.uci.edu/creating-peopleweb	complete
wics.ics.uci.edu/events/2017-11-02	complete
isg.ics.uci.edu	complete
ngs.ics.uci.edu/you-know-it-but-it-still-hurts	complete
support.ics.uci.edu/feed.xml	complete
www.ics.uci.edu/employ_faculty	complete
www.ics.uci.edu/community/events/extreme_format	complete
www.ics.uci.edu/about/bren/gallery/gallery_13_jpg	complete
www.ics.uci.edu/community/icsjobs	complete
computableplant.ics.uci.edu/research.html	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-spring-project1/cs122b-setup-scripts.txt	complete
www.ics.uci.edu/community/news/spotlight_baldi	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222-2017-fall-project4/test.sh	complete
www.ics.uci.edu/grad/degrees/degree_cs	complete
www.ics.uci.edu/community/events/mentor	complete
ngs.ics.uci.edu/media-gap	complete
mailman.ics.uci.edu/mailman/listinfo/asterixresearch	complete
www.ics.uci.edu/tech_talk	complete
www.ics.uci.edu/about_mission	complete
ngs.ics.uci.edu/evolving-nature-of-books-1	complete
grape.ics.uci.edu/wiki/public/raw-attachment/wiki/cs122b-2017-winter-project5/query_load.txt	complete
www.ics.uci.edu/labs_specs	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project3/employees.xml	complete
ngs.ics.uci.edu/tag/narratives	complete
wics.ics.uci.edu/winter-quarter-2017-week-7-intuit-interactive-hackathon-prep	complete
ngs.ics.uci.edu/category/prospecting-information/page/5	complete
mcs.ics.uci.edu/about/mcs-vs-mscs	complete
ngs.ics.uci.edu/category/prospecting-information/page/7	complete
ngs.ics.uci.edu/category/prospecting-information/page/6	complete
ngs.ics.uci.edu/category/prospecting-information/page/3	complete
ngs.ics.uci.edu/category/prospecting-information/page/2	complete
ngs.ics.uci.edu/category/prospecting-information/page/9	complete
ngs.ics.uci.edu/category/prospecting-information/page/8	complete
www.ics.uci.edu/about/bren/gallery/gallery_14_jpg	complete
wics.ics.uci.edu/event/autogravity-job-shadowing	complete
cml.ics.uci.edu/2007/01/2007_jainbestpaper	complete
sdcl.ics.uci.edu/2015/12/crowdsourcing-affinity-diagrams-2	complete
ngs.ics.uci.edu/intriguing-observation-about-singapore	complete
wics.ics.uci.edu/winter-quarter-2017-week-5-twilio-info-session	complete
www.ics.uci.edu/ugrad/Computer_Acct_Backup	complete
sdcl.ics.uci.edu/2014/10/welcome-consuelo	complete
wics.ics.uci.edu/wics-co-hosts-google-panel	complete
www.ics.uci.edu/computing/contact/staff	complete
wics.ics.uci.edu/events/2018-02-15	complete
computableplant.ics.uci.edu/papers/2002/sw.html	complete
mhcid.ics.uci.edu/program/curriculum	complete
ngs.ics.uci.edu/geotagging-is-moving-closer-to-center	complete
wics.ics.uci.edu/events/2018-02-19	complete
ngs.ics.uci.edu/young-innovators-in-ics-180280	complete
ngs.ics.uci.edu/about-ramesh/events	complete
ngs.ics.uci.edu/important-factors-for-india	complete
www.ics.uci.edu/about/2006-07	complete
sdcl.ics.uci.edu/2014/10/plateau-2014	complete
www.ics.uci.edu/%7elab/schedules/189.html	complete
www.ics.uci.edu/ugrad/resources/Title_IX_Resources	complete
computableplant.ics.uci.edu/errata.html	complete
www.ics.uci.edu/community/news/blog_posts/Ittai-Mann-March2018	complete
duttgroup.ics.uci.edu/2017/09/26/2017-fall-quarter-welcoming-bbq	complete
ngs.ics.uci.edu/linking-physical-with-cyber	complete
support.ics.uci.edu/sitemap	complete
computableplant.ics.uci.edu/papers/2004/outreach.html	complete
wics.ics.uci.edu/events/2018-01-19	complete
ngs.ics.uci.edu/timeline-segmentation-holistic-perspective	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2018-winter-project1/TomcatTest.war	complete
wics.ics.uci.edu/events/2018-01-14	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-winter-mysql-fulltext	complete
ngs.ics.uci.edu/tag/experiential	complete
wics.ics.uci.edu/events/2018-01-17	complete
ngs.ics.uci.edu/tag/wikipedia	complete
wics.ics.uci.edu/events/2018-01-11	complete
wics.ics.uci.edu/events/2018-01-12	complete
wics.ics.uci.edu/events/2018-01-13	complete
ngs.ics.uci.edu/electricity-in-india	complete
wics.ics.uci.edu/fall-quarter-2016-first-general-meeting	complete
duttgroup.ics.uci.edu/projects/health-care-iot/maternity-care	complete
ngs.ics.uci.edu/tag/computervision-multimedia	complete
ngs.ics.uci.edu/ubiquitous-connectivity	complete
cml.ics.uci.edu/2015/03/spring-2015	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222-2017-fall-project3	complete
grape.ics.uci.edu/wiki/public/zip-attachment/wiki/cs222-2017-fall-project2	complete
www.ics.uci.edu/faculty/area_data	complete
www.ics.uci.edu/grad/policies/GradPolicies_Grading	complete
ngs.ics.uci.edu/ubiquitous-city	complete
mailman.ics.uci.edu/mailman/admin/cmpro	complete
duttgroup.ics.uci.edu/2018/05/01/drg-spring-18-bbq	complete
wics.ics.uci.edu/events/2018-05-18	complete
emj.ics.uci.edu/2012/12	complete
www.ics.uci.edu/ugrad/policies/Computer_RemoteAccess	complete
mcs.ics.uci.edu/career/finding-a-job-internship	complete
ngs.ics.uci.edu/digital-photo-album	complete
www.ics.uci.edu/admissions	complete
wics.ics.uci.edu/fall-quarter-update/8323227800_335865d9be_b	complete
wics.ics.uci.edu/events/2018-05-16	complete
wics.ics.uci.edu/events/2018-05-17	complete
wics.ics.uci.edu/event/amazon-workshop	complete
www.ics.uci.edu/community/scholarships	complete
computableplant.ics.uci.edu/papers/2002/people.html	complete
ngs.ics.uci.edu/a-japanese-view-on-the-japneses-crisis	complete
mailman.ics.uci.edu/mailman/private/quasar-l	complete
www.ics.uci.edu/about/search_dept_in4matx-staff	complete
wics.ics.uci.edu/annual-mentorship-program-2013	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs222p-2017-fall-project4/test.sh	complete
www.ics.uci.edu/ugrad/Academic_Standing	complete
mailman.ics.uci.edu/mailman/listinfo/cml	complete
wics.ics.uci.edu/event/intuit-data-science-tech-talk	complete
flamingo.ics.uci.edu/format	complete
www.ics.uci.edu/community/news/spotlight_butterworth_beall_2014_winners	complete
grape.ics.uci.edu/wiki/public/wiki/cs122b-2018-spring-project1-import-project	complete
computableplant.ics.uci.edu/BGRS-2004-meeting-abstract.html	complete
ngs.ics.uci.edu/tag/feedback	complete
cml.ics.uci.edu/2014/02/2014_acmfellows	complete
grape.ics.uci.edu/wiki/public/wiki/cs222p-2017-fall-project1-create-project	complete
ngs.ics.uci.edu/tag/personal-health	complete
www.ics.uci.edu/community/news/spotlight_butterworth_2012	complete
www.ics.uci.edu/community/news/spotlight_butterworth_2013	complete
www.ics.uci.edu/sao/Appts_Walk-Ins	complete
grape.ics.uci.edu/wiki/public/attachment/wiki/cs122b-2017-winter-project2/ShowSession.java	complete
www.ics.uci.edu/about/bren/gallery/gallery_06_jpg	complete
ngs.ics.uci.edu/live-sex-on-demand-in-hotels	complete
cml.ics.uci.edu/2014/09/fall-2014	complete
computableplant.ics.uci.edu/alphasite/publications-papers.html	complete
www.ics.uci.edu/ugrad/advising/New Transfer Students	complete
www.ics.uci.edu/community/alumni/stayconnected	complete
ngs.ics.uci.edu/tag/digital-cameras	complete
ngs.ics.uci.edu/social-search-3	complete
ngs.ics.uci.edu/social-search-2	complete
cradl.ics.uci.edu/erik-trainer-defends-dissertation/p1060279	complete
ngs.ics.uci.edu/us-institute-of-peace	complete
www.ics.uci.edu/%7eprojects/partnerships.html	complete
wics.ics.uci.edu/event/intuit-workshop	complete
mcs.ics.uci.edu/current-students/housing	complete
ngs.ics.uci.edu/blog	complete
ngs.ics.uci.edu/iptv	complete
ngs.ics.uci.edu/back-to-cyber-3-now-and-future	complete
www.ics.uci.edu/about/about_deanmsg	complete
cml.ics.uci.edu/2011/09/2011_fellowships	complete
ngs.ics.uci.edu/when-20	complete
wics.ics.uci.edu/wics-fall-quarter-week-9-casino-night	complete
sdcl.ics.uci.edu/knocap	complete
wics.ics.uci.edu	complete
wics.ics.uci.edu/category/news/page/6	complete
ngs.ics.uci.edu/chi-conference	complete
computableplant.ics.uci.edu/models/Activator/WU-Activator-Update-2010/WUS-Jonsson-2005-Activator.xml	complete
www.ics.uci.edu/ugrad/policies/Course_Outside_UCI	complete
www.ics.uci.edu/ugrad/policies/Academic_Honesty	complete
ngs.ics.uci.edu/from-gopher-to-google-for-eventweb	complete
www.ics.uci.edu/community/news/spotlight_jain	complete
emj.ics.uci.edu/papers/computational-field-geology	complete
webmail.ics.uci.edu	complete
ngs.ics.uci.edu/milkshake-drunk-researcher-and-problem-solving	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project1	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project2	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project3	complete
grape.ics.uci.edu/wiki/public/wiki/cs222-2017-fall-project4	complete
